,TRACK_ID,QUALITY,TP,TARGET,R,AV_RAD,AV_DEG,COORD_X,COORD_Y,COORD_Z,DISP_VECT_X,DISP_VECT_Y,DISP_VECT_Z,CENTRD_COORD_X,CENTRD_COORD_Y,CENTRD_COORD_Z,ALIGNED_COORD_X,ALIGNED_COORD_Y,ALIGNED_COORD_Z,ALIGNED_DISP_VECT_X,ALIGNED_DISP_VECT_Y,ALIGNED_DISP_VECT_Z,R_VECT_X,R_VECT_Y,R_VECT_Z,AV_VECT_X,AV_VECT_Y,AV_VECT_Z
ID3600,0,0.0,18,ID3800,40.0,0.259,14.829,-76.0,75.99999999999997,-91.0,0.0,10.352761804100837,1.3629669484372613,0.022790375652562034,0.0008048274031864366,-40.0,40.0,0.0008048274031864366,0.022790375652559584,-1.3629669484372613,10.352761804100837,8.345765553736639e-17,0.0,0.001,-40.0,0.259,-0.0,0.0
ID3601,1,0.0,18,ID3801,39.782,0.259,14.829,-80.17113560587966,79.82110189565266,-90.59798994974877,0.0,10.118513057013544,2.33824273202373,-4.148345230227093,3.821906723055875,-39.597989949748765,39.597989949748765,3.821906723055875,-4.148345230227096,-2.33824273202373,10.118513057013544,1.4317607387012114e-16,0.0,3.822,-39.598,0.259,-0.0,0.0
ID3602,2,0.0,18,ID3802,39.994,0.259,14.829,-75.30237142257698,68.05088218189263,-90.1959798994975,0.0,10.41552571082839,-0.7218124552243381,0.7204189530755798,-7.948312990704153,-39.1959798994975,39.1959798994975,-7.948312990704153,0.7204189530755774,0.7218124552243381,10.41552571082839,-4.4198265643758897e-17,0.0,-7.948,-39.196,0.259,0.0,0.0
ID3603,3,0.0,18,ID3803,39.558,0.259,14.829,-70.06880068856033,83.736199200108,-89.79396984924624,0.0,9.777013636711033,3.3241481572747063,5.953989687092232,7.737004027511219,-38.79396984924624,38.79396984924624,7.737004027511219,5.953989687092229,-3.3241481572747063,9.777013636711033,2.0354537003490209e-16,-0.0,7.737,-38.794,0.259,0.0,-0.0
ID3604,4,0.0,18,ID3804,38.442,0.259,14.829,-87.05589988605506,74.04436698179813,-89.39195979899498,0.0,10.003206953967293,0.8020192369520913,-11.033109510402497,-1.9548281907986507,-38.391959798994975,38.391959798994975,-1.9548281907986507,-11.033109510402499,-0.8020192369520913,10.003206953967293,4.910951456939906e-17,0.0,-1.955,-38.392,0.259,-0.0,0.0
ID3605,5,0.0,18,ID3805,38.58,0.259,14.829,-65.43573494822488,69.27987931627932,-88.98994974874373,0.0,10.061505076998117,-0.44481907132602316,10.587055427427686,-6.719315856317465,-37.989949748743726,37.989949748743726,-6.719315856317465,10.587055427427684,0.44481907132602316,10.061505076998117,-2.7237312594955625e-17,0.0,-6.719,-37.99,0.259,0.0,0.0
ID3606,6,0.0,18,ID3806,39.842,0.259,14.829,-79.55142853777654,89.21113714119872,-88.58793969849248,0.0,9.278316078266798,4.700071886325958,-3.5286381621239826,13.211941968601934,-37.58793969849248,37.58793969849248,13.211941968601934,-3.528638162123985,-4.700071886325958,9.278316078266798,2.8779639956757734e-16,-0.0,13.212,-37.588,0.259,0.0,-0.0
ID3607,7,0.0,18,ID3807,39.419,0.259,14.829,-82.79281633474861,62.920845499863965,-88.1859296482412,0.0,10.070088185237047,-2.118054452036887,-6.770025959096046,-13.07834967273282,-37.1859296482412,37.1859296482412,-13.07834967273282,-6.770025959096048,2.118054452036887,10.070088185237047,-1.2969343025533874e-16,0.0,-13.078,-37.186,0.259,0.0,0.0
ID3608,8,0.0,18,ID3808,37.177,0.259,14.829,-61.23910277211804,81.39065599315309,-87.78391959798995,0.0,9.336696796753088,2.648586102774914,14.783687603534524,5.391460820556304,-36.78391959798995,36.78391959798995,5.391460820556304,14.783687603534522,-2.648586102774914,9.336696796753088,1.6217912465147303e-16,0.0,5.391,-36.784,0.259,-0.0,0.0
ID3609,9,0.0,18,ID3809,36.931,0.259,14.829,-91.36630055426907,82.34298549076294,-87.3819095477387,0.0,9.200199098693858,2.881368953683463,-15.343510178616512,6.343790318166157,-36.3819095477387,36.3819095477387,6.343790318166157,-15.343510178616514,-2.881368953683463,9.200199098693858,1.7643296331455055e-16,-0.0,6.344,-36.382,0.259,0.0,-0.0
ID3610,10,0.0,18,ID3810,39.308,0.259,14.829,-68.59242774279058,60.1704483511085,-86.97989949748742,0.0,9.85166212347486,-2.871004096587882,7.430362632861986,-15.828746821488288,-35.97989949748742,35.97989949748742,-15.828746821488288,7.430362632861984,2.871004096587882,9.85166212347486,-1.757982988612644e-16,0.0,-15.829,-35.98,0.259,0.0,0.0
ID3611,11,0.0,18,ID3811,39.624,0.259,14.829,-70.52863761013622,93.44356546348897,-86.57788944723617,0.0,8.613860293755778,5.727014141736973,5.494152765516347,17.44437029089218,-35.577889447236174,35.577889447236174,17.44437029089218,5.494152765516345,-5.727014141736973,8.613860293755778,3.506784768674905e-16,-0.0,17.444,-35.578,0.259,0.0,-0.0
ID3612,12,0.0,18,ID3812,36.449,0.259,14.829,-92.47670910879204,66.45141028250657,-86.17587939698493,0.0,9.429547820897355,-1.2727678477497477,-16.453918733139474,-9.547784890090213,-35.175879396984925,35.175879396984925,-9.547784890090213,-16.453918733139478,1.2727678477497477,9.429547820897355,-7.793455354021972e-17,0.0,-9.548,-35.176,0.259,0.0,0.0
ID3613,13,0.0,18,ID3813,35.032,0.259,14.829,-56.692969882322274,71.7554035891051,-85.7738693467337,0.0,9.144770774279067,0.0863084748084475,19.32982049333029,-4.243791583491685,-34.773869346733704,34.773869346733704,-4.243791583491685,19.329820493330285,-0.0863084748084475,9.144770774279067,5.28486987067276e-18,0.0,-4.244,-34.774,0.259,-0.0,0.0
ID3614,14,0.0,18,ID3814,38.231,0.259,14.829,-87.76663775207722,92.73683137616574,-85.37185929648244,0.0,8.325798101831737,5.503003419257169,-11.743847376424654,16.737636203568954,-34.37185929648244,34.37185929648244,16.737636203568954,-11.743847376424656,-5.503003419257169,8.325798101831737,3.369617761545116e-16,-0.0,16.738,-34.372,0.259,0.0,-0.0
ID3615,15,0.0,18,ID3815,39.907,0.259,14.829,-78.71413038065916,55.05524317483938,-84.96984924623118,0.0,9.505719226579878,-4.26340741724232,-2.6913400050065945,-20.943951997757402,-33.96984924623118,33.96984924623118,-20.943951997757402,-2.6913400050065968,4.26340741724232,9.505719226579878,-2.6105841234934456e-16,0.0,-20.944,-33.97,0.259,0.0,0.0
ID3616,16,0.0,18,ID3816,36.378,0.259,14.829,-59.36646451253176,90.01876131831803,-84.56783919597991,0.0,8.210318378486036,4.772118801791663,16.6563258631208,14.019566145721242,-33.567839195979914,33.567839195979914,14.019566145721242,16.656325863120795,-4.772118801791663,8.210318378486036,2.922080007882531e-16,-0.0,14.02,-33.568,0.259,0.0,-0.0
ID3617,17,0.0,18,ID3817,33.179,0.259,14.829,-98.3422055374018,76.92392034333515,-84.16582914572867,0.0,8.552466407256972,1.3692264045914442,-22.319415161749234,0.9247251707383697,-33.165829145728665,33.165829145728665,0.9247251707383697,-22.319415161749237,-1.3692264045914442,8.552466407256972,8.384093668454754e-17,0.0,0.925,-33.166,0.259,-0.0,0.0
ID3618,18,0.0,18,ID3818,36.543,0.259,14.829,-59.73499572575552,59.814148331408674,-83.76381909547743,0.0,9.031419893618164,-3.0728066097430116,16.287794649897045,-16.18504684118811,-32.76381909547743,32.76381909547743,-16.18504684118811,16.28779464989704,3.0728066097430116,9.031419893618164,-1.8815513895103045e-16,0.0,-16.185,-32.764,0.259,0.0,0.0
ID3619,19,0.0,18,ID3819,39.986,0.259,14.829,-77.08595422891275,99.48476141528856,-83.36180904522614,0.0,7.575628674851217,7.181005426972547,-1.0631638532601926,23.485566242691775,-32.36180904522614,32.36180904522614,23.485566242691775,-1.0631638532601946,-7.181005426972547,7.575628674851217,4.397097655400851e-16,-0.0,23.486,-32.362,0.259,0.0,-0.0
ID3620,20,0.0,18,ID3820,36.912,0.259,14.829,-91.41130255863754,57.53210890093469,-82.9597989949749,0.0,8.901082786932037,-3.6908381965961894,-15.388512182984982,-18.467086271662097,-31.959798994974904,31.959798994974904,-18.467086271662097,-15.388512182984984,3.6908381965961894,8.901082786932037,-2.2599865918161565e-16,0.0,-18.467,-31.96,0.259,0.0,0.0
ID3621,21,0.0,18,ID3821,31.728,0.259,14.829,-51.64093401436659,79.27747787602563,-82.55778894472365,0.0,8.056079449738831,1.9235792766530295,24.38185636128597,3.278282703428843,-31.557788944723654,31.557788944723654,3.278282703428843,24.381856361285966,-1.9235792766530295,8.056079449738831,1.1778526020296568e-16,0.0,3.278,-31.558,0.259,-0.0,0.0
ID3622,22,0.0,18,ID3822,34.293,0.259,14.829,-96.5922165933959,90.3275279531893,-82.15577889447238,0.0,7.57551026656742,4.769844525673761,-20.56942621774334,14.328332780592518,-31.155778894472377,31.155778894472377,14.328332780592518,-20.569426217743345,-4.769844525673761,7.57551026656742,2.9206874153984486e-16,-0.0,14.328,-31.156,0.259,0.0,-0.0
ID3623,23,0.0,18,ID3823,39.604,0.259,14.829,-70.38622731032542,51.046217559959366,-81.75376884422107,0.0,8.80994060317169,-5.410604880963547,5.636563065327138,-24.95297761263742,-30.75376884422107,30.75376884422107,-24.95297761263742,5.636563065327136,5.410604880963547,8.80994060317169,-3.313039974461527e-16,0.0,-24.953,-30.754,0.259,0.0,0.0
ID3624,24,0.0,18,ID3824,37.845,0.259,14.829,-63.04683284077339,98.60500384113676,-81.35175879396986,0.0,7.085366400618113,6.884816610279856,12.975957534879171,22.60580866853998,-30.351758793969864,30.351758793969864,22.60580866853998,12.97595753487917,-6.884816610279856,7.085366400618113,4.215734312247878e-16,-0.0,22.606,-30.352,0.259,0.0,-0.0
ID3625,25,0.0,18,ID3825,31.015,0.259,14.829,-101.26006197211538,67.94135127003186,-80.9497487437186,0.0,8.02615716760998,-1.0652188278147747,-25.23727159646282,-8.057843902564926,-29.9497487437186,29.9497487437186,-8.057843902564926,-25.237271596462822,1.0652188278147747,8.02615716760998,-6.522584139374297e-17,0.0,-8.058,-29.95,0.259,0.0,0.0
ID3626,26,0.0,18,ID3826,31.637,0.259,14.829,-51.524443631432895,64.69167215934789,-80.54773869346734,0.0,8.032839440804565,-1.9199958324173991,24.498346744219667,-11.307523013248897,-29.547738693467338,29.547738693467338,-11.307523013248897,24.498346744219663,1.9199958324173991,8.032839440804565,-1.175658375273113e-16,0.0,-11.308,-29.548,0.259,0.0,0.0
ID3627,27,0.0,18,ID3827,38.577,0.259,14.829,-86.57642855100886,101.27183533029245,-80.1457286432161,0.0,6.682352749215909,7.533948908895056,-10.553638175356298,25.272640157695662,-29.145728643216103,29.145728643216103,25.272640157695662,-10.5536381753563,-7.533948908895056,6.682352749215909,4.613213208109012e-16,-0.0,25.273,-29.146,0.259,0.0,-0.0
ID3628,28,0.0,18,ID3828,38.876,0.259,14.829,-85.41480707140202,49.82443793809331,-79.74371859296481,0.0,8.331332447605412,-5.795315517449637,-9.392016695749462,-26.174757234503474,-28.74371859296481,28.74371859296481,-26.174757234503474,-9.392016695749463,5.795315517449637,8.331332447605412,-3.5486072992468427e-16,0.0,-26.175,-28.744,0.259,0.0,0.0
ID3629,29,0.0,18,ID3829,31.237,0.259,14.829,-51.01400819189175,89.13193703324166,-79.34170854271363,0.0,6.8879140379674055,4.364515703439054,25.008782183760815,13.13274186064487,-28.341708542713633,28.341708542713633,13.13274186064487,25.008782183760815,-4.364515703439054,6.8879140379674055,2.6724950930224976e-16,-0.0,13.133,-28.342,0.259,0.0,-0.0
ID3630,30,0.0,18,ID3830,28.877,0.259,14.829,-103.67922289741207,83.29615432578544,-78.93969849246233,0.0,6.982715654352859,2.840405835383635,-27.656432521759513,7.296959153188652,-27.939698492462327,27.939698492462327,7.296959153188652,-27.656432521759513,-2.840405835383635,6.982715654352859,1.739246957291016e-16,-0.0,7.297,-27.94,0.259,0.0,-0.0
ID3631,31,0.0,18,ID3831,36.794,0.259,14.829,-60.30940595080525,51.59752115781902,-78.53768844221108,0.0,7.958772529989602,-5.377502292490334,15.713384424847312,-24.401674014777768,-27.537688442211078,27.537688442211078,-24.401674014777768,15.71338442484731,5.377502292490334,7.958772529989602,-3.292770484952921e-16,0.0,-24.402,-27.538,0.259,0.0,0.0
ID3632,32,0.0,18,ID3832,39.69,0.259,14.829,-71.02237184882313,104.9633937271988,-78.13567839195986,0.0,6.03632666049748,8.420903726693552,5.000418526829435,28.96419855460202,-27.135678391959857,27.135678391959857,28.96419855460202,5.000418526829433,-8.420903726693552,6.03632666049748,5.1563163974116385e-16,-0.0,28.964,-27.136,0.259,0.0,-0.0
ID3633,33,0.0,18,ID3833,32.351,0.259,14.829,-99.5243409316029,57.78142813694653,-77.73366834170855,0.0,7.539965294715273,-3.804385713721345,-23.50155055595033,-18.217767035650255,-26.73366834170855,26.73366834170855,-18.217767035650255,-23.50155055595033,3.804385713721345,7.539965294715273,-2.329514393515382e-16,0.0,-18.218,-26.734,0.259,0.0,0.0
ID3634,34,0.0,18,ID3834,26.449,0.259,14.829,-45.99228120984017,73.51392183698553,-77.33165829145727,0.0,6.899845714146352,0.25378512251838004,30.03050916581239,-2.4852733356112537,-26.331658291457273,26.331658291457277,-2.4852733356112537,30.03050916581239,-0.25378512251838004,6.899845714146352,1.553985689816765e-17,0.0,-2.485,-26.332,0.259,-0.0,0.0
ID3635,35,0.0,18,ID3835,34.238,0.259,14.829,-96.68299270609852,98.35770906883788,-76.92964824120605,0.0,5.949266335043163,6.6701322503108,-20.660202330445955,22.358513896241092,-25.929648241206053,25.929648241206053,22.358513896241092,-20.660202330445955,-6.6701322503108,5.949266335043163,4.0842780551163266e-16,-0.0,22.359,-25.93,0.259,0.0,-0.0
ID3636,36,0.0,18,ID3836,39.999,0.259,14.829,-75.84977284776886,45.20524200136585,-76.52763819095475,0.0,7.656344873737105,-7.1004366812212965,0.17301752788370095,-30.793953171230932,-25.527638190954747,25.527638190954747,-30.793953171230932,0.1730175278836994,7.1004366812212965,7.656344873737105,-4.3477635271030583e-16,0.0,-30.794,-25.528,0.259,0.0,0.0
ID3637,37,0.0,18,ID3837,34.099,0.259,14.829,-55.08825216776952,99.05214985931444,-76.12562814070351,0.0,5.717508124261201,6.822470432010576,20.934538207883044,23.052954686717655,-25.125628140703512,25.125628140703512,23.052954686717655,20.934538207883044,-6.822470432010576,5.717508124261201,4.177558288419606e-16,-0.0,23.053,-25.126,0.259,0.0,-0.0
ID3638,38,0.0,18,ID3838,24.893,0.259,14.829,-107.31009727102236,73.09818722234178,-75.7236180904523,0.0,6.4978200983128005,0.09139244539700542,-31.287306895369795,-2.901007950255007,-24.723618090452305,24.7236180904523,-2.901007950255007,-31.287306895369795,-0.09139244539700542,6.4978200983128005,5.596173286084597e-18,0.0,-2.901,-24.724,0.259,-0.0,0.0
ID3639,39,0.0,18,ID3839,30.985,0.259,14.83,-50.7042596259725,56.80143491641561,-75.321608040201,0.0,6.949070609981298,-4.140215584980908,25.318530749680065,-19.197760256181176,-24.321608040201,24.321608040201,-19.197760256181176,25.318530749680065,4.140215584980908,6.949070609981298,-2.535150881963428e-16,0.0,-19.198,-24.322,0.259,0.0,0.0
ID3640,40,0.0,18,ID3840,39.587,0.259,14.829,-81.73823944482325,107.54243871473898,-74.91959798994978,0.0,5.116064974962541,8.978824405358722,-5.715449069170688,31.543243542142193,-23.91959798994978,23.91959798994978,31.543243542142193,-5.71544906917069,-8.978824405358722,5.116064974962541,5.497944284064348e-16,-0.0,31.543,-23.92,0.259,0.0,-0.0
ID3641,41,0.0,18,ID3841,36.097,0.259,14.83,-93.23308800954986,48.61489939485965,-74.51758793969847,0.0,7.01992432877821,-6.286443211939485,-17.210297633897298,-27.384295777737137,-23.517587939698473,23.517587939698473,-27.384295777737137,-17.210297633897298,6.286443211939485,7.01992432877821,-3.8493362787616483e-16,0.0,-27.384,-23.518,0.259,0.0,0.0
ID3642,42,0.0,18,ID3842,24.674,0.259,14.829,-44.51633241983225,84.6283680112981,-74.11557788944724,0.0,5.688747285880865,3.02083018591091,31.50645795582031,8.629172838701308,-23.115577889447238,23.11557788944724,8.629172838701308,31.50645795582031,-3.02083018591091,5.688747285880865,1.8497250089717498e-16,-0.0,8.629,-23.116,0.259,0.0,-0.0
ID3643,43,0.0,18,ID3843,27.238,0.259,14.829,-105.29343774462828,91.03290860465228,-73.713567839196,0.0,5.366469999836568,4.664749106317373,-29.270647368975716,15.033713432055492,-22.713567839196003,22.713567839196,15.033713432055492,-29.270647368975716,-4.664749106317373,5.366469999836568,2.8563350309385235e-16,-0.0,15.034,-22.714,0.259,0.0,-0.0
ID3644,44,0.0,18,ID3844,38.298,0.259,14.83,-64.45936040277158,44.87110624006264,-73.31155778894473,0.0,6.835347415089622,-7.296502662182803,11.563429972880982,-31.128088932534148,-22.311557788944725,22.311557788944725,-31.128088932534148,11.56342997288098,7.296502662182803,6.835347415089622,-4.467819315106156e-16,0.0,-31.128,-22.312,0.259,0.0,0.0
ID3645,45,0.0,18,ID3845,37.958,0.259,14.829,-63.381898623403565,106.99605193465528,-72.9095477386935,0.0,4.614443366382218,8.768918299251808,12.640891752248997,30.9968567620585,-21.909547738693504,21.909547738693504,30.9968567620585,12.640891752248995,-8.768918299251808,4.614443366382218,5.36941386358169e-16,-0.0,30.997,-21.91,0.259,0.0,-0.0
ID3646,46,0.0,18,ID3846,25.907,0.259,14.83,-106.47646629150388,61.55663387699853,-72.50753768844218,0.0,6.058706133274825,-3.005366652730956,-30.45367591585132,-14.442561295598253,-21.507537688442184,21.50753768844218,-14.442561295598253,-30.45367591585132,3.005366652730956,6.058706133274825,-1.8402563257655802e-16,0.0,-14.443,-21.508,0.259,0.0,0.0
ID3647,47,0.0,18,ID3847,23.359,0.259,14.83,-43.52945545157564,65.98898407541239,-72.10552763819095,0.0,5.803629605338742,-1.8718881671033074,32.49333492407692,-10.010211097184396,-21.10552763819095,21.105527638190953,-10.010211097184396,32.49333492407692,1.8718881671033074,5.803629605338742,-1.1462009261024357e-16,0.0,-10.01,-21.106,0.259,0.0,0.0
ID3648,48,0.0,18,ID3848,36.064,0.259,14.829,-93.3050265573597,105.52795989117678,-71.70351758793973,0.0,4.352323817712417,8.347853637578687,-17.282236181707134,29.528764718579993,-20.70351758793973,20.70351758793973,29.528764718579993,-17.282236181707134,-8.347853637578687,4.352323817712417,5.111586118505665e-16,-0.0,29.529,-20.704,0.259,0.0,-0.0
ID3649,49,0.0,18,ID3849,39.339,0.259,14.83,-83.23604701880363,42.30299100455877,-71.30150753768847,0.0,6.402614533095644,-8.029670596578157,-7.21325664315107,-33.696204168038015,-20.301507537688465,20.301507537688465,-33.696204168038015,-7.2132566431510705,8.029670596578157,6.402614533095644,-4.916755197153529e-16,0.0,-33.696,-20.302,0.259,0.0,0.0
ID3650,50,0.0,18,ID3850,28.281,0.259,14.829,-47.7118669606763,96.09456466054948,-70.89949748743723,0.0,4.465663250829394,5.878914971341459,28.31092341497626,20.095369487952695,-19.89949748743723,19.89949748743723,20.095369487952695,28.31092341497626,-5.878914971341459,4.465663250829394,3.5997972010563857e-16,-0.0,20.095,-19.899,0.259,0.0,-0.0
ID3651,51,0.0,18,ID3851,19.97,0.259,14.829,-110.65820102361376,80.31938484550233,-70.49748743718594,0.0,4.899141610840843,1.7822998350045935,-34.635410647961194,4.320189672905542,-19.49748743718594,19.497487437185935,4.320189672905542,-34.635410647961194,-1.7822998350045935,4.899141610840843,1.0913438940296157e-16,-0.0,4.32,-19.497,0.259,0.0,-0.0
ID3652,52,0.0,18,ID3852,32.878,0.259,14.83,-53.21831563403528,49.23514242865048,-70.09547738693466,0.0,5.854263629297726,-6.276592265346082,22.804474741617284,-26.76405274394631,-19.09547738693466,19.09547738693466,-26.76405274394631,22.804474741617284,6.276592265346082,5.854263629297726,-3.843304313654557e-16,0.0,-26.764,-19.095,0.259,0.0,0.0
ID3653,53,0.0,18,ID3853,39.98,0.259,14.829,-74.71125185252805,111.33968600801,-69.69346733668344,0.0,3.6340547658088553,9.783548240105837,1.3115385231245114,35.34049083541322,-18.69346733668344,18.69346733668344,35.34049083541322,1.3115385231245102,-9.783548240105837,3.6340547658088553,5.990695518274667e-16,-0.0,35.34,-18.693,0.259,0.0,-0.0
ID3654,54,0.0,18,ID3854,31.249,0.259,14.83,-100.9690201207695,50.6628607663131,-69.29145728643215,0.0,5.597519591994626,-5.934467889088481,-24.946229745116938,-25.336334406283683,-18.29145728643215,18.29145728643215,-25.336334406283683,-24.946229745116938,5.934467889088481,5.597519591994626,-3.6338135525074787e-16,0.0,-25.336,-18.291,0.259,0.0,0.0
ID3655,55,0.0,18,ID3855,17.983,0.259,14.829,-40.27003883054438,77.826896935542,-68.88944723618093,0.0,4.567879647546647,1.0824038530758742,35.75275154510818,1.8277017629452104,-17.889447236180928,17.88944723618093,1.8277017629452104,35.75275154510818,-1.0824038530758742,4.567879647546647,6.627812070270657e-17,0.0,1.828,-17.889,0.259,-0.0,0.0
ID3656,56,0.0,18,ID3856,28.826,0.259,14.829,-103.73301266052306,98.9143961177124,-68.48743718592965,0.0,3.7452926799566058,6.526552094719605,-27.710222284870497,22.915200945115615,-17.48743718592965,17.48743718592965,22.915200945115615,-27.710222284870497,-6.526552094719605,3.7452926799566058,3.996360566133409e-16,-0.0,22.915,-17.487,0.259,0.0,-0.0
ID3657,57,0.0,18,ID3857,39.686,0.259,14.83,-71.00237055038369,40.17944892277962,-68.08542713567837,0.0,5.642589616251492,-8.68886901270568,5.020419825268874,-35.819746249817165,-17.085427135678373,17.085427135678373,-35.819746249817165,5.020419825268873,8.68886901270568,5.642589616251492,-5.320397812310317e-16,0.0,-35.82,-17.085,0.259,0.0,0.0
ID3658,58,0.0,18,ID3858,34.278,0.259,14.829,-55.382502626480246,105.94298576305616,-67.68341708542718,0.0,3.2977035807830077,8.318288634573335,20.640287749172316,29.943790590459372,-16.68341708542718,16.68341708542718,29.943790590459372,20.640287749172316,-8.318288634573335,3.2977035807830077,5.093482775357021e-16,-0.0,29.944,-16.683,0.259,0.0,-0.0
ID3659,59,0.0,18,ID3859,18.226,0.259,14.83,-111.60607517252608,67.8071253052822,-67.28140703517587,0.0,4.4931036573093905,-1.565696513556503,-35.583284796873514,-8.192069867314586,-16.281407035175874,16.28140703517587,-8.192069867314586,-35.583284796873514,1.565696513556503,4.4931036573093905,-9.58712611881571e-17,0.0,-8.192,-16.281,0.259,0.0,0.0
ID3660,60,0.0,18,ID3860,24.076,0.259,14.83,-44.05740992473669,57.902605417385146,-66.87939698492464,0.0,4.726544131165333,-4.14287305342674,31.965380450915873,-18.09658975521164,-15.87939698492464,15.879396984924641,-18.09658975521164,31.965380450915873,4.14287305342674,4.726544131165333,-2.5367781120764395e-16,0.0,-18.097,-15.879,0.259,0.0,0.0
ID3661,61,0.0,18,ID3861,38.347,0.259,14.829,-87.38171079564839,111.08428641199107,-66.47738693467336,0.0,2.810374437388134,9.607860678258241,-11.358920419995826,35.08509123939429,-15.477386934673362,15.477386934673362,35.08509123939429,-11.358920419995828,-9.607860678258241,2.810374437388134,5.883117913141337e-16,-0.0,35.085,-15.477,0.259,0.0,-0.0
ID3662,62,0.0,18,ID3862,36.926,0.259,14.83,-91.37551634795864,42.29055757170861,-66.07537688442207,0.0,5.050416046786992,-8.210964689511215,-15.352725972306075,-33.708637600888174,-15.07537688442207,15.075376884422068,-33.708637600888174,-15.352725972306077,8.210964689511215,5.050416046786992,-5.027765812460926e-16,0.0,-33.709,-15.075,0.259,0.0,0.0
ID3663,63,0.0,18,ID3863,20.653,0.259,14.829,-41.74391952256262,90.53317776926944,-65.67336683417088,0.0,3.3025407685771597,4.261446042979259,34.27887085308994,14.533982596672658,-14.673366834170878,14.67336683417088,14.533982596672658,34.27887085308994,-4.261446042979259,3.3025407685771597,2.609383128136852e-16,-0.0,14.534,-14.673,0.259,0.0,-0.0
ID3664,64,0.0,18,ID3864,18.956,0.259,14.829,-111.22345961184593,88.47542658664354,-65.27135678391963,0.0,3.268609082500177,3.715162686547636,-35.20066923619336,12.476231414046751,-14.271356783919629,14.271356783919627,12.476231414046751,-35.20066923619336,-3.715162686547636,3.268609082500177,2.274881046196122e-16,-0.0,12.476,-14.271,0.259,0.0,-0.0
ID3665,65,0.0,18,ID3865,35.911,0.259,14.83,-58.38341391995439,42.87452466657077,-64.86934673366831,0.0,4.718374278572242,-8.100917364505094,17.63937645569817,-33.124670506026014,-13.869346733668309,13.86934673366831,-33.124670506026014,17.63937645569817,8.100917364505094,4.718374278572242,-4.960381260299188e-16,0.0,-33.125,-13.869,0.259,0.0,0.0
ID3666,66,0.0,18,ID3866,38.875,0.259,14.829,-66.57741760246061,112.467050656957,-64.46733668341709,0.0,2.243018601665682,9.897255598313222,9.445372773191949,36.467855484360214,-13.467336683417088,13.467336683417088,36.467855484360214,9.445372773191949,-9.897255598313222,2.243018601665682,6.060321194408755e-16,-0.0,36.468,-13.467,0.259,0.0,-0.0
ID3667,67,0.0,18,ID3867,24.395,0.259,14.83,-107.6995612376548,55.3981783012069,-64.06532663316581,0.0,4.083545414474834,-4.886953610165463,-31.676770862002243,-20.601016871389888,-13.06532663316581,13.065326633165808,-20.601016871389888,-31.676770862002243,4.886953610165463,4.083545414474834,-2.9923960481353683e-16,0.0,-20.601,-13.065,0.259,0.0,0.0
ID3668,68,0.0,18,ID3868,14.119,0.259,14.83,-38.57471517008732,69.75592532709696,-63.663316582914575,0.0,3.490269190889393,-1.184593395386841,37.44807520556524,-6.2432698454998246,-12.663316582914575,12.663316582914577,-6.2432698454998246,37.44807520556524,1.184593395386841,3.490269190889393,-7.253542549757949e-17,0.0,-6.243,-12.663,0.259,0.0,0.0
ID3669,69,0.0,18,ID3869,32.399,0.259,14.829,-99.45964472750046,105.98842162187812,-63.26130653266331,0.0,2.1516289608326815,8.17936853702323,-23.4368543518479,29.989226449281333,-12.261306532663312,12.26130653266331,29.989226449281333,-23.4368543518479,-8.17936853702323,2.1516289608326815,5.008418748956034e-16,-0.0,29.989,-12.261,0.259,0.0,-0.0
ID3670,70,0.0,18,ID3870,39.889,0.259,14.83,-78.9683539099788,37.91396631299916,-62.85929648241202,0.0,4.3671619189768265,-9.453295142180849,-2.94556353432624,-38.08522885959763,-11.85929648241202,11.85929648241202,-38.08522885959763,-2.945563534326241,9.453295142180849,4.3671619189768265,-5.7884738186335e-16,0.0,-38.085,-11.859,0.259,0.0,0.0
ID3671,71,0.0,18,ID3871,28.562,0.259,14.829,-47.9949744379342,102.16197872637818,-62.45728643216084,0.0,2.0739161260936214,7.16161592009901,28.027815937718366,26.162783553781395,-11.457286432160842,11.457286432160844,26.162783553781395,28.027815937718366,-7.16161592009901,2.0739161260936214,4.3852250066359893e-16,-0.0,26.163,-11.457,0.259,0.0,-0.0
ID3672,72,0.0,18,ID3872,11.062,0.259,14.829,-114.44008580877627,75.62494382619509,-62.055276381909565,0.0,2.874095805727876,0.2796277270955585,-38.41729543312371,-0.37425134640169233,-11.055276381909565,11.055276381909563,-0.37425134640169233,-38.41729543312371,-0.2796277270955585,2.874095805727876,1.7122260047021266e-17,0.0,-0.374,-11.055,0.259,-0.0,0.0
ID3673,73,0.0,18,ID3873,27.88,0.259,14.83,-47.31781202227058,50.23490715566985,-61.6532663316583,0.0,3.6351924684386248,-6.305495479373576,28.704978353381982,-25.764288016926933,-10.653266331658301,10.653266331658303,-25.764288016926933,28.704978353381982,6.305495479373576,3.6351924684386248,-3.861002427926478e-16,0.0,-25.764,-10.653,0.259,0.0,0.0
